MarketOrderId,SellerOrderId,SalesChannel,ShipMethod,TrackingNumber,CartonWeight,Carrier,Class,ShippedCarrierCode,MarkupCost,NegotiatedCost
4338,PO # 105107,CUS229 ,,`782181252362,"34.2000,34.2000,34.2000,34.2000,6.2000","FEDEX,FEDEX,FEDEX,FEDEX,FEDEX","FedEx Home Delivery®,FedEx Home Delivery®,FedEx Home Delivery®,FedEx Home Delivery®,FedEx Home Delivery®","F90,F90,F90,F90,F90",137.61,105.85
4338,PO # 105107,CUS229 ,,`782181253211,"34.2000,34.2000,34.2000,34.2000,6.2000","FEDEX,FEDEX,FEDEX,FEDEX,FEDEX","FedEx Home Delivery®,FedEx Home Delivery®,FedEx Home Delivery®,FedEx Home Delivery®,FedEx Home Delivery®","F90,F90,F90,F90,F90",137.61,105.85
4338,PO # 105107,CUS229 ,,`782181254480,"34.2000,34.2000,34.2000,34.2000,6.2000","FEDEX,FEDEX,FEDEX,FEDEX,FEDEX","FedEx Home Delivery®,FedEx Home Delivery®,FedEx Home Delivery®,FedEx Home Delivery®,FedEx Home Delivery®","F90,F90,F90,F90,F90",137.61,105.85
4338,PO # 105107,CUS229 ,,`782181255225,"34.2000,34.2000,34.2000,34.2000,6.2000","FEDEX,FEDEX,FEDEX,FEDEX,FEDEX","FedEx Home Delivery®,FedEx Home Delivery®,FedEx Home Delivery®,FedEx Home Delivery®,FedEx Home Delivery®","F90,F90,F90,F90,F90",137.61,105.85
4338,PO # 105107,CUS229 ,,`782181255534,"34.2000,34.2000,34.2000,34.2000,6.2000","FEDEX,FEDEX,FEDEX,FEDEX,FEDEX","FedEx Home Delivery®,FedEx Home Delivery®,FedEx Home Delivery®,FedEx Home Delivery®,FedEx Home Delivery®","F90,F90,F90,F90,F90",137.61,105.85
4338,PO # 105107,CUS229 ,,`782181252362,"34.2000,34.2000,6.2000","FEDEX,FEDEX,FEDEX","FedEx Home Delivery®,FedEx Home Delivery®,FedEx Home Delivery®","F90,F90,F90",137.61,105.85
4338,PO # 105107,CUS229 ,,`782181253211,"34.2000,34.2000,6.2000","FEDEX,FEDEX,FEDEX","FedEx Home Delivery®,FedEx Home Delivery®,FedEx Home Delivery®","F90,F90,F90",137.61,105.85
4338,PO # 105107,CUS229 ,,`782181255534,"34.2000,34.2000,6.2000","FEDEX,FEDEX,FEDEX","FedEx Home Delivery®,FedEx Home Delivery®,FedEx Home Delivery®","F90,F90,F90",137.61,105.85
97637,,CUS518 ,,`420030869374811015300232208540,0.2562,DHLAPI,DHL SmartMail LWP Ground,D32,4.46,3.67
97547,,CUS518 ,,`420034319361211015300232069138,3.75,DHLAPI,DHL SmartMail Parcel Expedited,D43,14.39,11.84
97547,,CUS518 ,,`420034319361211015300232069138,3.75,DHLAPI,DHL SmartMail Parcel Expedited,D43,14.39,11.84
97718,,CUS518 ,,`420025549361211015300232917408,1.5438,DHLAPI,DHL SmartMail Parcel Expedited,D43,9.68,7.96
97691,,CUS518 ,,`1Z5896F10323570033,4.575,UPS,UPS® Ground,U11,14.76,11.35
97815,,CUS518 ,,`420535319374811015300232056929,0.9312,DHLAPI,DHL SmartMail LWP Ground,D32,6.1,5.02
97815,,CUS518 ,,`420535319374811015300232056929,0.9312,DHLAPI,DHL SmartMail LWP Ground,D32,6.1,5.02
97666,,CUS518 ,,`420105369374811015300232245040,0.25,DHLAPI,DHL SmartMail LWP Ground,D32,4.18,3.44
97546,,CUS518 ,,`1Z5896F10316077974,4.6625,UPS,UPS® Ground,U11,14.76,11.35
#LC2014US,5.41527E+12,ICL101 ,OTHER STANDARD,`420770779374811015300226412137,0.9,DHLAPI,DHL SmartMail LWP Expedited Max,D20,7.66,6.3
#LC2014US,5.41527E+12,ICL101 ,OTHER STANDARD,`420770779374811015300226412137,0.9,DHLAPI,DHL SmartMail LWP Expedited Max,D20,7.66,6.3
#LC2014US,5.41527E+12,ICL101 ,OTHER STANDARD,`420770779374811015300226412137,0.9,DHLAPI,DHL SmartMail LWP Expedited Max,D20,7.66,6.3
#LCU146058,5.30723E+12,ICL101 ,OTHER STANDARD,`420324289374811015300226234807,0.125,DHLAPI,DHL SmartMail LWP Expedited Max,D20,4.76,3.91
#98905,244043721,CUS518 ,OTHER STANDARD,`9434609105114040349182,4.4438,USPS-PB,USPS Ground Advantage,P43,13.35,12.13
#98905,244043721,CUS518 ,OTHER STANDARD,`9434609105114040349182,4.4438,USPS-PB,USPS Ground Advantage,P43,13.35,12.13
#LCU146191,5.30739E+12,ICL101 ,OTHER STANDARD,`420783629374811015300226530053,0.6875,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.53,5.37
#LCU146191,5.30739E+12,ICL101 ,OTHER STANDARD,`420783629374811015300226530053,0.6875,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.53,5.37
4381,REF#59305,CUS229 ,,`420275779361211015300226681711,2.7,DHLAPI,DHL SmartMail Parcel Expedited,D43,12.17,10.01
114-6789045-0941847,114-6789045-0941847,CUS229 ,OTHER STANDARD,`420933119361211015300226806169,2.7,DHLAPI,DHL SmartMail Parcel Expedited,D43,7.73,6.36
#98895,244016318,CUS518 ,OTHER STANDARD,`420119689374811015300227880584,0.7188,DHLAPI,DHL SmartMail LWP Ground,D32,5.58,4.59
#LCU146657,5.30814E+12,ICL101 ,OTHER STANDARD,`420956029374811015300226661320,0.6625,DHLAPI,DHL SmartMail LWP Expedited Max,D20,5.4,4.44
#LCU146657,5.30814E+12,ICL101 ,OTHER STANDARD,`420956029374811015300226661320,0.6625,DHLAPI,DHL SmartMail LWP Expedited Max,D20,5.4,4.44
4382,REF#59307,CUS229 ,,`420754339361211015300227247220,1.8938,DHLAPI,DHL SmartMail Parcel Expedited,D43,8.49,6.98
4382,REF#59307,CUS229 ,,`420754339361211015300227247220,1.8938,DHLAPI,DHL SmartMail Parcel Expedited,D43,8.49,6.98
4382,REF#59307,CUS229 ,,`420754339361211015300227247220,1.8938,DHLAPI,DHL SmartMail Parcel Expedited,D43,8.49,6.98
#LCU146561,5.30785E+12,ICL101 ,OTHER STANDARD,`420880129374811015300226442196,0.6,DHLAPI,DHL SmartMail LWP Expedited Max,D20,5.31,4.37
#LCU146561,5.30785E+12,ICL101 ,OTHER STANDARD,`420880129374811015300226442196,0.6,DHLAPI,DHL SmartMail LWP Expedited Max,D20,5.31,4.37
1048,LCU140762,ICL101 ,,`420064419374811015300226973027,0.275,DHLAPI,DHL SmartMail LWP Expedited Max,D20,5.16,4.24
1048,LCU140762,ICL101 ,,`420064419374811015300226973027,0.275,DHLAPI,DHL SmartMail LWP Expedited Max,D20,5.16,4.24
#LCU146437,5.30773E+12,ICL101 ,OTHER STANDARD,`420305189361211015300226666671,1.0125,DHLAPI,DHL SmartMail Parcel Expedited Max,D40,11.73,9.65
#LCU146437,5.30773E+12,ICL101 ,OTHER STANDARD,`420305189361211015300226666671,1.0125,DHLAPI,DHL SmartMail Parcel Expedited Max,D40,11.73,9.65
#LC2008US,5.41508E+12,ICL101 ,OTHER STANDARD,`420390479374811015300226993797,0.7,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.87,5.65
#LC2008US,5.41508E+12,ICL101 ,OTHER STANDARD,`420390479374811015300226993797,0.7,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.87,5.65
#LC2008US,5.41508E+12,ICL101 ,OTHER STANDARD,`420390479374811015300226993797,0.7,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.87,5.65
A41699,5.30401E+12,CUS516 ,UPS STANDARD,`420782239374811015300227034789,0.3875,DHLAPI,DHL SmartMail LWP Ground,D32,4.56,3.75
4385,REF#59349,CUS229 ,,`420782109361211015300226667159,2.7,DHLAPI,DHL SmartMail Parcel Expedited,D43,10.36,8.52
#LCU146441,5.30773E+12,ICL101 ,OTHER STANDARD,`420802109374811015300226629542,0.6688,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.32,5.2
#LCU146441,5.30773E+12,ICL101 ,OTHER STANDARD,`420802109374811015300226629542,0.6688,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.32,5.2
A41703,5.30497E+12,CUS516 ,UPS STANDARD,`420461409374811015300227058723,0.9875,DHLAPI,DHL SmartMail LWP Ground,D32,6.41,5.27
#98889,243975681,CUS518 ,OTHER STANDARD,`9434609105114040347188,5.8062,USPS-PB,USPS Ground Advantage,P43,7.97,7.24
#1023,4.98513E+12,CUS327 ,OTHER STANDARD,`420900659374811015300226913948,0.55,DHLAPI,DHL SmartMail LWP Ground,D32,4.5,3.7
#LCU146570,5.30787E+12,ICL101 ,OTHER STANDARD,`420604019374811015300226371007,0.5938,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.48,5.33
#LCU146570,5.30787E+12,ICL101 ,OTHER STANDARD,`420604019374811015300226371007,0.5938,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.48,5.33
#LCU146354,5.30763E+12,ICL101 ,OTHER STANDARD,`420370879374811015300227629503,0.6812,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.69,5.5
#LCU146354,5.30763E+12,ICL101 ,OTHER STANDARD,`420370879374811015300227629503,0.6812,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.69,5.5
#98887,243961958,CUS518 ,OTHER STANDARD,`420336479361211015300226846196,2.9312,DHLAPI,DHL SmartMail Parcel Expedited,D43,12.17,10.01
#98887,243961958,CUS518 ,OTHER STANDARD,`420336479361211015300226846196,2.9312,DHLAPI,DHL SmartMail Parcel Expedited,D43,12.17,10.01
113-4908889-6145863,113-4908889-6145863,CUS229 ,OTHER STANDARD,`420174069361211015300226785600,2.7,DHLAPI,DHL SmartMail Parcel Expedited,D43,12.17,10.01
#LCU146526,5.30781E+12,ICL101 ,OTHER STANDARD,`420350689374811015300226453123,0.8562,DHLAPI,DHL SmartMail LWP Expedited Max,D20,7.66,6.3
#LCU146526,5.30781E+12,ICL101 ,OTHER STANDARD,`420350689374811015300226453123,0.8562,DHLAPI,DHL SmartMail LWP Expedited Max,D20,7.66,6.3
#LCU146526,5.30781E+12,ICL101 ,OTHER STANDARD,`420350689374811015300226453123,0.8562,DHLAPI,DHL SmartMail LWP Expedited Max,D20,7.66,6.3
#LCU146526,5.30781E+12,ICL101 ,OTHER STANDARD,`420350689374811015300226453123,0.8562,DHLAPI,DHL SmartMail LWP Expedited Max,D20,7.66,6.3
#LCU146460,5.30774E+12,ICL101 ,OTHER STANDARD,`420019239361211015300226720304,1,DHLAPI,DHL SmartMail Parcel Expedited Max,D40,8.05,6.62
#LCU146460,5.30774E+12,ICL101 ,OTHER STANDARD,`420019239361211015300226720304,1,DHLAPI,DHL SmartMail Parcel Expedited Max,D40,8.05,6.62
#98917,244064139,CUS518 ,OTHER STANDARD,`420606139374811015300227875290,0.7125,DHLAPI,DHL SmartMail LWP Ground,D32,5.44,4.47
#LCU146346,5.30761E+12,ICL101 ,OTHER STANDARD,`420775879374811015300226355878,0.6875,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.53,5.37
#LCU146346,5.30761E+12,ICL101 ,OTHER STANDARD,`420775879374811015300226355878,0.6875,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.53,5.37
#LCU146284,5.30753E+12,ICL101 ,OTHER STANDARD,`420945239374811015300226552680,0.5938,DHLAPI,DHL SmartMail LWP Expedited Max,D20,5.31,4.37
#LCU146284,5.30753E+12,ICL101 ,OTHER STANDARD,`420945239374811015300226552680,0.5938,DHLAPI,DHL SmartMail LWP Expedited Max,D20,5.31,4.37
#LCU146128,5.30731E+12,ICL101 ,OTHER STANDARD,`420347349374811015300226562313,0.6875,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.7,5.51
#LCU146128,5.30731E+12,ICL101 ,OTHER STANDARD,`420347349374811015300226562313,0.6875,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.7,5.51
#98870,243904904,CUS518 ,OTHER STANDARD,`420303249374811015300227832859,0.8375,DHLAPI,DHL SmartMail LWP Ground,D32,6.15,5.06
#LCU145858,5.30691E+12,ICL101 ,OTHER STANDARD,`420201129374811015300227639588,0.7562,DHLAPI,DHL SmartMail LWP Expedited Max,D20,7.49,6.16
#LCU145858,5.30691E+12,ICL101 ,OTHER STANDARD,`420201129374811015300227639588,0.7562,DHLAPI,DHL SmartMail LWP Expedited Max,D20,7.49,6.16
114-2767612-6238667,114-2767612-6238667,CUS229 ,OTHER STANDARD,`420606459361211015300226705929,2.7,DHLAPI,DHL SmartMail Parcel Expedited,D43,11.54,9.49
114-0397430-0489830,114-0397430-0489830,CUS229 ,OTHER STANDARD,`420362069361211015300226746168,2.7312,DHLAPI,DHL SmartMail Parcel Expedited,D43,12.17,10.01
#LC1985US,5.41456E+12,ICL101 ,OTHER STANDARD,`420982049374811015300226417835,0.8125,DHLAPI,DHL SmartMail LWP Expedited Max,D20,7.31,6.01
#LC1985US,5.41456E+12,ICL101 ,OTHER STANDARD,`420982049374811015300226417835,0.8125,DHLAPI,DHL SmartMail LWP Expedited Max,D20,7.31,6.01
#LC1985US,5.41456E+12,ICL101 ,OTHER STANDARD,`420982049374811015300226417835,0.8125,DHLAPI,DHL SmartMail LWP Expedited Max,D20,7.31,6.01
215,,CUS320 ,,`420115729374811015300226944393,0.1812,DHLAPI,DHL SmartMail LWP Ground,D32,4.06,3.34
1043,LCU102741,ICL101 ,,`420803059361211015300226189569,1.6375,DHLAPI,DHL SmartMail Parcel Expedited Max,D40,10.65,8.76
#LCU146075,5.30725E+12,ICL101 ,OTHER STANDARD,`420850279361211015300226190947,1.0938,DHLAPI,DHL SmartMail Parcel Expedited Max,D40,7.32,6.02
#LCU144955,5.3055E+12,ICL101 ,OTHER STANDARD,`420631239374811015300226174233,0.6062,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.48,5.33
#LCU144955,5.3055E+12,ICL101 ,OTHER STANDARD,`420631239374811015300226174233,0.6062,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.48,5.33
#LCU146151,5.30734E+12,ICL101 ,OTHER STANDARD,`420331389374811015300226619321,0.6,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.49,5.34
#LCU146151,5.30734E+12,ICL101 ,OTHER STANDARD,`420331389374811015300226619321,0.6,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.49,5.34
1351,2513,CUS410 ,OTHER STANDARD,`420927069374811015300226156895,0.5938,DHLAPI,DHL SmartMail LWP Ground,D32,4.54,3.73
#LCU146098,5.30728E+12,ICL101 ,OTHER STANDARD,`420705839374811015300226588924,0.65,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.69,5.5
#LCU146098,5.30728E+12,ICL101 ,OTHER STANDARD,`420705839374811015300226588924,0.65,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.69,5.5
4390,58297-PAR,CUS229 ,,`420550389374811015300226575276,0.1375,DHLAPI,DHL SmartMail LWP Ground,D32,4.03,3.31
#LCU146625,5.30809E+12,ICL101 ,OTHER STANDARD,`420710279374811015300226402428,0.5938,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.36,5.23
#LCU146625,5.30809E+12,ICL101 ,OTHER STANDARD,`420710279374811015300226402428,0.5938,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.36,5.23
#98859,243852485,CUS518 ,OTHER STANDARD,`420983689361211015300227800975,2.0562,DHLAPI,DHL SmartMail Parcel Expedited,D43,10.36,8.52
#LCU146376,5.30766E+12,ICL101 ,OTHER STANDARD,`420430559374811015300226301752,0.125,DHLAPI,DHL SmartMail LWP Expedited Max,D20,4.76,3.91
#LCU146376,5.30766E+12,ICL101 ,OTHER STANDARD,`420430559374811015300226301752,0.125,DHLAPI,DHL SmartMail LWP Expedited Max,D20,4.76,3.91
#98855,243831832,CUS518 ,OTHER STANDARD,`420762089361211015300227699432,3.375,DHLAPI,DHL SmartMail Parcel Expedited,D43,11.98,9.86
#LCU146475,5.30776E+12,ICL101 ,OTHER STANDARD,`420324339374811015300226934486,0.5938,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.49,5.34
#LCU146475,5.30776E+12,ICL101 ,OTHER STANDARD,`420324339374811015300226934486,0.5938,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.49,5.34
#LC2015US,5.41527E+12,ICL101 ,OTHER STANDARD,`420989089374811015300227568147,0.425,DHLAPI,DHL SmartMail LWP Expedited Max,D20,5.3,4.36
4389,,CUS229 ,,`420525639374811015300226922858,0.0562,DHLAPI,DHL SmartMail LWP Ground,D32,3.8,3.12
4380,#59317,CUS229 ,,`420112269361211015300226938846,2.8188,DHLAPI,DHL SmartMail Parcel Expedited,D43,12.17,10.01
#98900,244032785,CUS518 ,OTHER STANDARD,`420056769374811015300227708369,0.425,DHLAPI,DHL SmartMail LWP Ground,D32,4.72,3.88
#98900,244032785,CUS518 ,OTHER STANDARD,`420056769374811015300227708369,0.425,DHLAPI,DHL SmartMail LWP Ground,D32,4.72,3.88
112-4433093-2322631,112-4433093-2322631,CUS229 ,OTHER STANDARD,`420852049361211015300226810203,2.7,DHLAPI,DHL SmartMail Parcel Expedited,D43,8.42,6.93
#98882,243945591,CUS518 ,OTHER STANDARD,`9434609105114560225058,4.5375,USPS-PB,USPS Ground Advantage,P43,7.31,6.64
#LCU146213,5.30742E+12,ICL101 ,OTHER STANDARD,`420805269374811015300226539490,0.6062,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.15,5.06
#LCU146213,5.30742E+12,ICL101 ,OTHER STANDARD,`420805269374811015300226539490,0.6062,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.15,5.06
#98924,244094275,CUS518 ,OTHER STANDARD,`420986619374811015300227860937,0.85,DHLAPI,DHL SmartMail LWP Ground,D32,5.72,4.7
#LCU146658,5.30814E+12,ICL101 ,OTHER STANDARD,`420333319374811015300226666486,0.8938,DHLAPI,DHL SmartMail LWP Expedited Max,D20,7.85,6.46
#LCU146658,5.30814E+12,ICL101 ,OTHER STANDARD,`420333319374811015300226666486,0.8938,DHLAPI,DHL SmartMail LWP Expedited Max,D20,7.85,6.46
#LCU146658,5.30814E+12,ICL101 ,OTHER STANDARD,`420333319374811015300226666486,0.8938,DHLAPI,DHL SmartMail LWP Expedited Max,D20,7.85,6.46
#LCU146280,5.30753E+12,ICL101 ,OTHER STANDARD,`420481979374811015300226511571,0.4188,DHLAPI,DHL SmartMail LWP Expedited Max,D20,5.55,4.56
#LCU146280,5.30753E+12,ICL101 ,OTHER STANDARD,`420481979374811015300226511571,0.4188,DHLAPI,DHL SmartMail LWP Expedited Max,D20,5.55,4.56
#LCU146280,5.30753E+12,ICL101 ,OTHER STANDARD,`420481979374811015300226511571,0.4188,DHLAPI,DHL SmartMail LWP Expedited Max,D20,5.55,4.56
#98909,244048918,CUS518 ,OTHER STANDARD,`420240149361211015300228132211,2.5312,DHLAPI,DHL SmartMail Parcel Expedited,D43,12.17,10.01
114-8350154-4501022,114-8350154-4501022,CUS229 ,OTHER STANDARD,`420852829361211015300226165303,2.7,DHLAPI,DHL SmartMail Parcel Expedited,D43,8.42,6.93
4383,REF#59319,CUS229 ,,`420440849361211015300227253351,2.85,DHLAPI,DHL SmartMail Parcel Expedited,D43,12.17,10.01
4383,REF#59319,CUS229 ,,`420440849361211015300227253351,2.85,DHLAPI,DHL SmartMail Parcel Expedited,D43,12.17,10.01
#LCU146519,5.3078E+12,ICL101 ,OTHER STANDARD,`420532219374811015300226465423,0.7,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.87,5.65
#LCU146519,5.3078E+12,ICL101 ,OTHER STANDARD,`420532219374811015300226465423,0.7,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.87,5.65
4386,REF#59402,CUS229 ,,`420923089361211015300226666763,2.7,DHLAPI,DHL SmartMail Parcel Expedited,D43,7.53,6.19
#LCU146275,5.30752E+12,ICL101 ,OTHER STANDARD,`420105709374811015300227577255,0.9562,DHLAPI,DHL SmartMail LWP Expedited Max,D20,8.05,6.62
#LCU146275,5.30752E+12,ICL101 ,OTHER STANDARD,`420105709374811015300227577255,0.9562,DHLAPI,DHL SmartMail LWP Expedited Max,D20,8.05,6.62
#LCU146275,5.30752E+12,ICL101 ,OTHER STANDARD,`420105709374811015300227577255,0.9562,DHLAPI,DHL SmartMail LWP Expedited Max,D20,8.05,6.62
#LCU146275,5.30752E+12,ICL101 ,OTHER STANDARD,`420105709374811015300227577255,0.9562,DHLAPI,DHL SmartMail LWP Expedited Max,D20,8.05,6.62
#LCU146079,5.30725E+12,ICL101 ,OTHER STANDARD,`420720239374811015300226534389,0.6,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.48,5.33
#LCU146079,5.30725E+12,ICL101 ,OTHER STANDARD,`420720239374811015300226534389,0.6,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.48,5.33
#LCU146514,5.3078E+12,ICL101 ,OTHER STANDARD,`420984989374811015300226618980,0.5938,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.36,5.23
#LCU146514,5.3078E+12,ICL101 ,OTHER STANDARD,`420984989374811015300226618980,0.5938,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.36,5.23
#LCU146227,5.30744E+12,ICL101 ,OTHER STANDARD,`420871079374811015300226301271,0.4438,DHLAPI,DHL SmartMail LWP Expedited Max,D20,5.46,4.49
A41701,5.30477E+12,CUS516 ,UPS STANDARD,`420660069374811015300227048809,0.3875,DHLAPI,DHL SmartMail LWP Ground,D32,4.56,3.75
#LCU146602,5.30801E+12,ICL101 ,OTHER STANDARD,`420812529374811015300226455561,0.1,DHLAPI,DHL SmartMail LWP Expedited Max,D20,4.62,3.8
#LCU146602,5.30801E+12,ICL101 ,OTHER STANDARD,`420812529374811015300226455561,0.1,DHLAPI,DHL SmartMail LWP Expedited Max,D20,4.62,3.8
A41700,5.30475E+12,CUS516 ,UPS STANDARD,`420992129374811015300227210336,0.2312,DHLAPI,DHL SmartMail LWP Ground,D32,4.1,3.37
1348,112-4218013-2114628,CUS410 ,OTHER STANDARD,`782172201507,11.1125,FEDEX,FedEx Home Delivery®,F90,15.98,12.29
#LCU146456,5.30774E+12,ICL101 ,OTHER STANDARD,`420403249374811015300227634699,0.9438,DHLAPI,DHL SmartMail LWP Expedited Max,D20,8.05,6.62
#LCU146456,5.30774E+12,ICL101 ,OTHER STANDARD,`420403249374811015300227634699,0.9438,DHLAPI,DHL SmartMail LWP Expedited Max,D20,8.05,6.62
#LCU146456,5.30774E+12,ICL101 ,OTHER STANDARD,`420403249374811015300227634699,0.9438,DHLAPI,DHL SmartMail LWP Expedited Max,D20,8.05,6.62
#LCU146456,5.30774E+12,ICL101 ,OTHER STANDARD,`420403249374811015300227634699,0.9438,DHLAPI,DHL SmartMail LWP Expedited Max,D20,8.05,6.62
#98865,243899265,CUS518 ,OTHER STANDARD,`420042709361211015300227780109,1.1,DHLAPI,DHL SmartMail Parcel Expedited,D43,9.68,7.96
1349,113-3152407-3484216,CUS410 ,OTHER STANDARD,`782172424010,11.1125,FEDEX,FedEx Home Delivery®,F90,19.95,15.34
#LCU146523,5.3078E+12,ICL101 ,OTHER STANDARD,`420945419374811015300226451198,0.8062,DHLAPI,DHL SmartMail LWP Expedited Max,D20,5.96,4.9
#LCU146523,5.3078E+12,ICL101 ,OTHER STANDARD,`420945419374811015300226451198,0.8062,DHLAPI,DHL SmartMail LWP Expedited Max,D20,5.96,4.9
#LCU146523,5.3078E+12,ICL101 ,OTHER STANDARD,`420945419374811015300226451198,0.8062,DHLAPI,DHL SmartMail LWP Expedited Max,D20,5.96,4.9
114-5966099-0975434,114-5966099-0975434,CUS229 ,OTHER STANDARD,`420895069361211015300226757799,2.7312,DHLAPI,DHL SmartMail Parcel Expedited,D43,8.42,6.93
#98872,243914595,CUS518 ,OTHER STANDARD,`782171107756,5.1562,FEDEX,FedEx Home Delivery®,F90,15.98,12.29
#98872,243914595,CUS518 ,OTHER STANDARD,`782171107756,5.1562,FEDEX,FedEx Home Delivery®,F90,15.98,12.29
#98872,243914595,CUS518 ,OTHER STANDARD,`782171107756,5.1562,FEDEX,FedEx Home Delivery®,F90,15.98,12.29
1045,LC1741US,ICL101 ,,`420018869361211015300224308689,1.2062,DHLAPI,DHL SmartMail Parcel Expedited Max,D40,11.73,9.65
1045,LC1741US,ICL101 ,,`420018869361211015300224308689,1.2062,DHLAPI,DHL SmartMail Parcel Expedited Max,D40,11.73,9.65
1045,LC1741US,ICL101 ,,`420018869361211015300224308689,1.2062,DHLAPI,DHL SmartMail Parcel Expedited Max,D40,11.73,9.65
114-7192284-4212243,114-7192284-4212243,CUS229 ,OTHER STANDARD,`420705069361211015300226708920,2.7312,DHLAPI,DHL SmartMail Parcel Expedited,D43,11.54,9.49
113-2411520-8501804,113-2411520-8501804,CUS229 ,OTHER STANDARD,`420852959361211015300226663649,2.7,DHLAPI,DHL SmartMail Parcel Expedited,D43,8.42,6.93
#2496,5.1492E+12,CUS320 ,OTHER STANDARD,`420088279361211015300227052985,1.5312,DHLAPI,DHL SmartMail Parcel Expedited,D43,9.68,7.96
#98902,244035152,CUS518 ,OTHER STANDARD,`9434609105114040343593,3.5875,USPS-PB,USPS Ground Advantage,P43,7.81,7.1
#LCU146266,5.30751E+12,ICL101 ,OTHER STANDARD,`420021459374811015300226615521,0.6875,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.7,5.51
#LCU146266,5.30751E+12,ICL101 ,OTHER STANDARD,`420021459374811015300226615521,0.6875,DHLAPI,DHL SmartMail LWP Expedited Max,D20,6.7,5.51
1038,LCU137550,ICL101 ,,`420119689374811015300226308003,0.05,DHLAPI,DHL SmartMail LWP Expedited Max,D20,4.74,3.9
1046,LCU141852,ICL101 ,,`420482299374811015300226597476,0.0625,DHLAPI,DHL SmartMail LWP Expedited Max,D20,4.74,3.9
1037,LC1492US,ICL101 ,,`420334679374811015300226379775,0.4688,DHLAPI,DHL SmartMail LWP Expedited Max,D20,5.74,4.72
113-0221804-8862646,113-0221804-8862646,CUS229 ,OTHER STANDARD,`420850279361211015300226816694,2.7,DHLAPI,DHL SmartMail Parcel Expedited,D43,7.73,6.36
4391,112-7643396-0917864-PAR,CUS229 ,,`420363529374811015300227168552,0.15,DHLAPI,DHL SmartMail LWP Ground,D32,4.06,3.34
#LCU146371,5.30766E+12,ICL101 ,OTHER STANDARD,`420913569374811015300227643905,0.8812,DHLAPI,DHL SmartMail LWP Expedited Max,D20,5.74,4.72
#LCU146371,5.30766E+12,ICL101 ,OTHER STANDARD,`420913569374811015300227643905,0.8812,DHLAPI,DHL SmartMail LWP Expedited Max,D20,5.74,4.72
#LCU146371,5.30766E+12,ICL101 ,OTHER STANDARD,`420913569374811015300227643905,0.8812,DHLAPI,DHL SmartMail LWP Expedited Max,D20,5.74,4.72
#LC1976US,5.41419E+12,ICL101 ,OTHER STANDARD,`420670109374811015300225575420,0.3625,DHLAPI,DHL SmartMail LWP Expedited Max,D20,5.27,4.33
#LC1976US,5.41419E+12,ICL101 ,OTHER STANDARD,`420670109374811015300225575420,0.3625,DHLAPI,DHL SmartMail LWP Expedited Max,D20,5.27,4.33
#LCU146554,5.30784E+12,ICL101 ,OTHER STANDARD,`420700659361211015300226462686,1.575,DHLAPI,DHL SmartMail Parcel Expedited Max,D40,11.69,9.62
#LCU146554,5.30784E+12,ICL101 ,OTHER STANDARD,`420700659361211015300226462686,1.575,DHLAPI,DHL SmartMail Parcel Expedited Max,D40,11.69,9.62
#LCU146554,5.30784E+12,ICL101 ,OTHER STANDARD,`420700659361211015300226462686,1.575,DHLAPI,DHL SmartMail Parcel Expedited Max,D40,11.69,9.62
